,text,label
1073,sản_phẩm tốt bé toàn sản_phẩm không phàn_nàn mua bé sp đóng_gói đẹp giao hàng nhanh tuyêt,"[1, 0, 0, 1, 0, 0, 0]"
1074,sản_phẩm thấm hút tốt đai lưng mềm_mại tốt tầm kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1075,không quà khuyến_mãi 1 bịch tã goo n mini,"[0, 0, 0, 0, 1, 0, 0]"
1076,chất_lượng bỉm tốt đúng merries như hình giao hàng như hình,"[1, 0, 0, 1, 0, 0, 0]"
1077,tốt giao hàng nhanh ! ủng_hộ tiki tương kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1078,giao bỉm nhanh a giao hàng cực_kì dễ_thương bỉm khô thoáng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1079,tã siêu thấm hút xịn mua deal giá hời kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1080,đóng_gói cẩn_thận chất_lượng mua cửa,"[1, 0, 0, 1, 0, 0, 0]"
1081,sp đóng_gói kỹ giao hàng nhanh một kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1082,đóng_gói kỹ giao hàng nhanh dự viên nhiệt_tình chu_kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
1083,bỉm cực_kỳ mềm bỉm ban_đêm bé không tràn mua lớn 1 kích_thước bé mặc thoải_mái không vết hằn tiki đóng_gói chắc_chắn cẩn_thận tài_khoản tikinow mua 3 gói giao hàng phí cồng_kềnh hơi ngờ kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
1084,nhím hồng siêu to khổng_lồ thanks,"[0, 0, 0, 0, 1, 0, 0]"
1085,sản_phẩm hãng giá cạnh_tranh thanks_tiki ủng,"[0, 1, 1, 0, 0, 0, 0]"
1086,chất dày_dặn đẹp đường may chắc_chắn túi túi hơi mùi kèm 1 túi nhiệt ưng lắm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1087,sản_phẩm tốt giao hàng siêu nhanh gói to tiết,"[1, 1, 0, 0, 0, 0, 0]"
1088,bé bi mẩn đỏ không loại sản_phẩm dùn bi mẩn đỏ,"[0, 0, 0, 0, 0, 1, 0]"
1089,tặng kèm bể_bơi bự bé hài_lòng sản kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1090,mua nha kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1091,bỉm tốt thấm tốt viết mãi chưa đủ tốt,"[0, 0, 0, 1, 0, 0, 0]"
1092,tốt giá dần kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
1093,giqo hang nhanh minh moi xai lqn dau cua hieu kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1094,hình sản_phẩm tặng 8 miếng giao hàng không tặng ? không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1095,giao hàng hơi sp tốt sữa uống kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1096,giao nhanh đóng_gói kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1097,tien nao vua sản_phẩm thm hut không,"[0, 0, 0, 1, 0, 0, 0]"
1098,không 5 tem cào rách một_chút tin_tưởng không hàng giả,"[0, 0, 1, 0, 0, 0, 0]"
1099,tốt mom hút tốt ko tràn bụng mềm không chất học vô thư,"[0, 0, 0, 1, 0, 0, 0]"
1100,hàng lỗi 1 khuy cài đề_nghị tiki đổi hàng hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1101,hàng chất_lượng tốt mua bé kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1102,chất_lượng tốt bé dị_ứng đạm sữa bò / kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1103,sp đúng như hình hạn đóng_gói cồng_kềnh kg gọn ( 3 bịch kg chồng gói tiki xếp thành hàng,"[1, 0, 1, 0, 0, 1, 0]"
1104,hang oke voi gia tien thoang mat hut am kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1105,thấm hút tốt một miếng đêm phẩm tốt,"[0, 0, 0, 1, 0, 0, 0]"
1106,giao hàng nhanh đóng_gói cẩn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1107,sữa bé nhẹ cân mua kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1108,sản_phẩm tốt giao hành nhanh hạn kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
1109,tả lắm bé tả không đổi tả loại dáng tả đầu không thoải_mái mìn tả loại dáng tin_dùng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1110,tã vẻ dày không mềm như mua loại jumbo loại không,"[0, 0, 0, 1, 0, 0, 0]"
1111,giá_thành rẻ chất_lượng kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1112,không thấm hút không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1113,chất_lượng sản_phẩm ok bao_bì bẩn giao kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
1114,dễ_thương trời đất hàng tặng bé đóng_hộp sang_trọng tiền,"[1, 0, 0, 0, 1, 0, 0]"
1115,chán đa_số toàn mua bỉm bé chưa thất_vọng vỏ bẩn sờn,"[0, 0, 0, 1, 0, 0, 0]"
1116,sài mỏng thấm không vón,"[0, 0, 0, 1, 0, 0, 0]"
1117,combo 3 gói tã quần huggies dry ko rách tí giao vận_chuyển gọi báo khách_hàng không chờ_đợi ok tiki chu_đáo cố_gắng phục_vụ khách_hàng tốt ủng_hộ tiki kì hài_lòng,"[1, 0, 0, 0, 1, 1, 0]"
1118,bỉm rẻ form to không mùi dầy hơi bí nóng mặc mùa đông oke,"[0, 1, 0, 1, 0, 0, 0]"
1119,hạt nêm vị tự_nhiên bé vẻ kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1120,giá rẻ,"[0, 1, 0, 0, 0, 0, 0]"
1121,không phàn_nàn dịch_vụ tiki cảm_nhận sản_phẩm bobby chất_lượng kém mẫu cũ thấm hút dồn bé tè khả_năng thấm vẻ hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
1122,hơi mỏng bé tè nhìu trào thích_hợp ban_ngày,"[0, 0, 0, 1, 0, 0, 0]"
1123,tã thiết_kế dễ_thương bắt_mắt hình thú_vị vạch màu vàng nhạy thấm hút tạm ổn bé tè thấm tã sẵn 2 rãnh thoáng_khí tạm_thời chưa hăm bé chưa ị không thấm oke kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
1124,tuyệt_vời mua hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1125,giao hàng nhanh hàng chất kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1126,tiki giao hàng nhanh đóng_gói cẩn_thận khăn kết_hợp hộp đựng bobby tiện_lợi mua giá rẻ hài kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1127,bé tầm lật lăn liên_tục huggies đệm mây 4 chiều nè trộm_vía vui_chơi thoải_mái không bi hằn đỏ đấy kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
1128,màu hồng tiện_dụng,"[0, 0, 0, 1, 0, 0, 0]"
1129,giao hang goi can giá mã khuyến_mại,"[1, 1, 0, 0, 0, 0, 0]"
1130,đóng_gói cẩn_thận giao hàng nhanh dự_kiến giá tốt hơi buồn không tặng thú kì hài_lòng,"[1, 1, 0, 0, 1, 0, 0]"
1131,đúng như quảng_kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1132,hàng chất_lượng tả ok tiki bảo_quản tốt bao_bì không cũ rách ảnh_hưởng chất_lượng,"[0, 0, 0, 1, 1, 1, 0]"
1133,tã hút tốt ko hăm ủng quần,"[0, 0, 0, 1, 0, 1, 0]"
1134,đọc nhận_xét mẹ nố kích_thước hơi bé mhíc 1sz rộng hơi phí bỉm mỏng thấm tốt mua tiếp trc jô xl bé m 2tuổi tràn tứ_tung kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1135,sản_phẩm tôt kì hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
1136,giao hàng nhanh mua tiki hài kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1137,to như kích_thước xl ổn thấm hút tốt k ướt mông,"[0, 0, 0, 1, 0, 0, 0]"
1138,hàng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1139,tã mỏng mềm thấm hút tốt mong bé khô kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1140,giá tốt giao hàng nhanh mua giá tốt kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
1141,gia tinh không re hon huggies bao nhieu mac hon ca loai ta trung quoc nhung chat luong cung không hon la may chat lieu ta hoi cung không mem nhu huggies va youbest hoac bobby noi mua thu xai nhung thay không oke bang huggies va,"[0, 1, 0, 1, 0, 0, 0]"
1142,tiki giao hàng nhanh dự_kiến giao 2 chủ nhật hàng hàng chuẩn chất_lượng giá kì hài_lòng,"[1, 1, 1, 1, 0, 0, 0]"
1143,chất_lượng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1144,bỉm mềm tốt bé bỉm rộng pamper kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1145,kích_thước lớn combo giá 601k kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1146,sản_phẩm tốt không tích sản_phẩm kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
1147,tả oke giá_cả tốt hài kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1148,rat hai long ve_san pham gia_san pham phu hop voi thi quan go_friend,"[0, 1, 0, 0, 0, 0, 0]"
1149,đóng_gói cẩn_thận hàng,"[1, 0, 0, 1, 0, 0, 0]"
1150,đóng_gói chắc_chắn giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1151,giao hàng nhanh đầu thanh_toán zalopay tiện_lợi nhanh_chóng giảm_giá kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
1152,sản_phẩm như hình nóng cục xạc xịn nhiệt toả bình sữa lạnh ủ ấm chờ cổ ko mua hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1153,giao hàng nhanh mua hàng tiki đầu mua bé chưa giám hi_vọng tốt ủng_hộ tiki,"[1, 0, 0, 0, 0, 0, 0]"
1154,giao hàng nhanh sản_phẩm tốt chất_lượng tốt hài kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1155,giao hàng nhanh đúng số_lượng đóng_gói cẩn_thận hài_lòng tã goon hợp ủng_hộ shop sorry hình_ảnh không liên kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
1156,mua ta quần giao thành tã dán không hàng huỷ đơn một đàng giao một nẻo như mất uy_tín hàng không đúng,"[0, 0, 0, 0, 1, 0, 0]"
1157,tốt mua mua dùm không bt bao nhiu kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1158,mẫu tã dáng đẹp mẫu cũ kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1159,hon su mong kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1160,dòng sản_phẩm dáng thấm hút kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1161,hàng chưa chưa chất,"[0, 0, 0, 0, 0, 0, 0]"
1162,sản_phẩm tốt mua tặng kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
1163,tã mềm thấm hút tốt mặc_cả đêm không kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1164,bỉm mỏng nhẹ thấm hút tạm thay thường_xuyên bé tiết_kiệm pampers kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1165,hàng giá tốt giao nhanh vụ thu phụ_phí 9000đ không không nhanh,"[1, 1, 0, 0, 1, 0, 0]"
1166,sản_phẩm tuyệt_vời giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1167,bỉm cooling nghe vẻ thoáng mát dầy pamper độ thấm hút không pamper nội_địa nhật,"[0, 0, 0, 1, 0, 0, 0]"
1168,giao hàng nhanh chưa không chất_lượng như shiper vẻ không kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1169,sản_phẩm tốt kích_thước to mẫu kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1170,ủ không hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1171,hàng hãng tích quà tặng,"[0, 0, 1, 0, 0, 0, 0]"
1172,san pham_minh da mua nhieu lan chat luong ok dong goi can than ta dung thoai chat luong,"[1, 0, 0, 1, 0, 0, 0]"
1173,giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1174,mặc chưa 30p bé hằn đỏ bỉm râtts cững mua mặc ngủ giấc trưa mặc caia không ổn khuyên ng đừng hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1175,giá toàn canh sale fre,"[0, 0, 0, 0, 0, 0, 1]"
1176,hàng giao kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1177,hàng tốt đóng_gói kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1178,yêu tiki vô_cùng ? mua hài_lòng chúc tiki làm_ăn phát_đạt sản_phẩm tốt giá ưu_đãi khách_hàng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1179,chất_lượng tả thô_ráp mỏng mua tả giá tiền chất_lượng oke hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1180,giao hàng nhanh dự_kiến bỉm thấm hút tốt form thoải kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1181,hẹn 7 / 6 trạng_thái tiếp_nhận chưa đóng_gói mong tiki giùm giao hàng khuyễn mãi,"[0, 0, 0, 0, 1, 0, 0]"
1182,hàng đẹp hơi một_chút hài kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1183,tiki giao hàng nhanh săn sale giá rẻ hàng chất_lượng hài kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
1184,ship nhanh shipper thân_thiện hàng đóng_gói kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1185,sản_phẩm tốt mềm thấm hút boby hugies giá_thành đắt hy_vọng giá tốt phẩm yêu,"[0, 1, 0, 1, 0, 0, 0]"
1186,chua giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1187,bỉm mua đúng kg bé 11kg mua xl như bỉm rẻ không đòi_hỏi cảm_giác vón cục không,"[0, 1, 0, 1, 0, 0, 0]"
1188,tiki giao hàng nhanh hàng đúng chuẩn kì hài_lòng,"[1, 0, 1, 0, 1, 0, 0]"
1189,sản_phẩm giao hàng chậm giao hàng cũ bao_bì ránh tùm hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
1190,ta sai tot sp rat an toan da kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
1191,sản_phẩm tốt hạn_dùng kì hài_lòng,"[0, 0, 0, 0, 0, 1, 0]"
1192,giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1193,không nắp kim_loại sữa kiến,"[0, 0, 0, 0, 0, 0, 1]"
1194,giao hàng luong kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1195,hàng bobby sờ vẻ mềm_mại dán không tràn bỉm giá ngang ngang bé tã dán bobby miếng,"[0, 0, 0, 1, 0, 0, 0]"
1196,sản_phẩm đúng mô_tả giao hàng nhanh tả mềm kích_thước hãng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1197,295k 70miếng xl 76m l. giá rẻ mua 2 bé bỉm cực gh kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
1198,không hút,"[0, 0, 0, 1, 0, 0, 0]"
1199,tiki giao hàng nhanh đóng_gói cẩn đựng răng_sữa yêu lắm móc hơi xấu ( cũ cũ ) hi_vọng không hỏng,"[0, 0, 0, 0, 0, 0, 0]"
1200,đặt_hàng ghi mua hàng tặng giao không nhân_viên giải_thích bảo giới_hạn quà tặng như lừa_bịp kh quà tặng giả lừa kh,"[0, 0, 0, 0, 1, 0, 0]"
1201,sả phẩm tốt tặng thú bé giá rẻ giá thị kì hài_lòng,"[0, 1, 0, 1, 1, 0, 0]"
1202,bỉm bobby oke hàng gói sản_phẩm cẩn bàn tin_tưởng đồng_hành kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1203,giao hàng nhanh quảng_cáo tặng quà không quà,"[1, 0, 0, 0, 1, 0, 0]"
1204,sản_phẩm oke giao hàng hơi,"[1, 0, 0, 1, 0, 0, 0]"
1205,xài tot mua 2 giao hàng,"[1, 0, 0, 1, 0, 0, 0]"
1206,mua khuyến_mại khăn tắm giao hàng không khăn,"[0, 0, 0, 0, 1, 0, 0]"
1207,tả bé đái vón cục đùn 2 đầu tả chả tí thâm bé đái 1 2 ướt quần không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1208,gầy sữa bé uống xen_kẽ sữa hộp 6 bé_con nặng_tay,"[0, 0, 0, 1, 0, 0, 0]"
1209,tiki đóng_gói sữa cẩn_thận mua sản_phẩm hộp sữa chèn hộp không móp méo chất_lượng sữa tốt tơi thơm hạn đổi sữa bé hợp_tác vui lắm nhân_viên giao hàng tiki nghe phản_ánh mua hàng tiki đều tuyệt_vời địa_chỉ cơ_quan hàng 7 dời địa_chỉ đều vui_vẻ hàng kiểm hàng không vui_vẻ khui hàng tiki chất_lượng sản_phẩm thái_độ phục_vụ mong_tiki tuyệt_vời như kì hài_lòng,"[1, 0, 0, 1, 1, 1, 0]"
1210,giao hàng đúng dự kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1211,san pham_tot kich co phu hop tot tot tot tot tot kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1212,hàng mua oke lắm,"[0, 0, 0, 0, 0, 0, 1]"
1213,sản_phẩm tốt kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1214,hàng giao gói cẩn viên nhiệt kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1215,ok. sp như mong kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1216,giá sale rẻ oke không tràn kì hài_lòng,"[0, 1, 0, 1, 0, 1, 0]"
1217,hàng không hình sản_phẩm đẹp khắc chữ nét gờ cạnh trơn láng giá 45 ngàn_vậy kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1218,hài_lòng chất_lượng vải kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1219,giá 50 % mua nhìu bé dần hạn hơi cũ bao_bì sản_phẩm tốt ủng kì hài_lòng,"[0, 1, 0, 1, 0, 1, 0]"
1220,khăn mỏng sờ không đk hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1221,giao hàng kỹ hàng hãng ủng_hộ kì hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
1222,tiki giảm_giá tã tốt lớp mềm da bé nhạy_cảm thấm hút nhanh chống trào tiện_lợi huggies chỗ băng dán tháo tã quấn gọn_gàng thùng rác tiện_lợi,"[0, 1, 0, 1, 0, 0, 0]"
1223,sản_phẩm combo 3 gói tã quần_huggies dry gói cực_đại xxl56 ( 56 miếng ) êm bé 2 cảm mặc cỡ xxl. - tả xé không mùi khó_chịu - mua combo giá rẻ ại khuyến_mãi - huggies bé phẩm tốt trừ combo giá rẻ,"[0, 1, 0, 1, 0, 0, 0]"
1224,sản_phẩm mỏng thấm hút cực tốt k chảy xệ bé hợp không hăm tã tiki giao hàng tin_tưởng mua hàng kì hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
1225,sản_phẩm rat la ok giao hàng nhanh va chat kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1226,hàng oke lắm shop kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1227,gói hàng thẩm_mỹ thất bất_ổn ta ? mua 2 gói tã bung bét như nói_gì,"[1, 0, 0, 0, 0, 0, 0]"
1228,bỉm mua lớn mềm mịn bỉm tiki khô ráp mỏng cầm 2 miếng hẳn tức bỉm đểu không hả trời mua mặc vầy khó_chịu,"[0, 0, 0, 1, 0, 0, 0]"
1229,giao hàng bịch tã rách tùm,"[0, 0, 0, 0, 0, 1, 0]"
1230,bụi bẩn kiểu như hàng tồn chưa không chất_lượng như tiki giao hàng ơn phục_vụ,"[1, 0, 0, 0, 0, 0, 0]"
1231,san pham tot ma_gia lai re hon mua o sieu kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1232,đóng_gói đẹp ; giao hàng nhanh ; chất_lượng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1233,tốt đóng_gói cẩn_thận - cảm_kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1234,sản_phẩm tốt sản_phẩm tốtsản phẩm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1235,giao hàng dự_kiến hàng tốt hãng cám_ơn kì hài_lòng,"[1, 0, 1, 1, 0, 0, 0]"
1236,tuyệt_vời mặt kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1237,ưng_ý sản kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1238,hàng tốt bé 6kg2 mặc hơi hàng nhanh tốt,"[1, 0, 0, 1, 0, 0, 0]"
1239,nhân_viên giao hàng nhiệt đóng_gói cẩn giá,"[1, 0, 0, 0, 0, 0, 0]"
1240,quà tặng phao bé ? ? y body nhóc xxl,"[0, 0, 0, 0, 1, 0, 0]"
1241,giao hàng nhanh hạn kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
1242,tã nhúm không phủ mông bé như tã không tràn trừ ổn hai loại huggies cà_meries đều thức dậy đêm thay tã bé tã đè,"[0, 0, 0, 1, 0, 0, 0]"
1243,giá hơi mã giảm_giá tốt giá hơi mã giảm_giá hơi mã giảm_giá tốt,"[0, 1, 0, 0, 0, 0, 0]"
1244,giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời mặt kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1245,tã rộng không mùi bé hợp tã kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
1246,hộp dễ_thương khắc hình đẹp đựng răng_sữa bé kỉ,"[0, 0, 0, 0, 0, 0, 0]"
1247,tiện ủ ấm sữa đỡ,"[0, 0, 0, 0, 0, 0, 0]"
1248,good good tốt,"[0, 0, 0, 0, 0, 0, 0]"
1249,đóng_gói ok tã tốt bé không đỏ da kì hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
1250,sản_phẩm tốt giao hàng nhanh dự_định ủng_hộ tiki dài_dài kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1251,hài_lòng bé không trào êm không,"[0, 0, 0, 1, 0, 0, 0]"
1252,uống 2 không vui_vi shop không ưu_tiên khách_hàng mua hàng hàng,"[0, 0, 0, 0, 1, 0, 0]"
1253,giao hàng nhanh sản_phẩm rửa hơi to rửa bình sữa bình người_lớn thoải kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1254,"bình_luận bỉm hơi mỏng ổn bé tè 1,2 thay đêm thay 1 tả quần 2 tốt giá tốt","[0, 1, 0, 1, 0, 0, 0]"
1255,sản_phẩm tiện_lợi mẫu_mã bắt_mắt quần bé,"[0, 0, 0, 1, 0, 0, 0]"
1256,tã hg oke tã vón cục cứng cứng,"[0, 0, 0, 1, 0, 0, 0]"
1257,hài_lòng sản_phẩm hàng tặng kèm đúng như kì hài_lòng,"[0, 0, 1, 0, 1, 0, 0]"
1258,sản_phẩm đoang gói đẹp giao hàng nhanh quà đẹp kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
1259,hang giao kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1260,sản_phẩm cũ sản_xuất 1 / 2019 sản_phẩm cũ không hài_lòng,"[0, 0, 0, 0, 0, 1, 0]"
1261,giao hàng nhanh sản_phẩm kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1262,mềm bé không hâm ship kì hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
1263,tã chất_lượng ổn ổn pampers việt_nam giá_cả tin_dùng chất_lượng chấp_nhận,"[0, 1, 0, 1, 0, 0, 0]"
1264,hàng hạn chuẩn hãng quà tặng đầy_đủ giao hàng nhanh hoá_đơn rõ_ràng ủng_hộ tiki,"[1, 0, 1, 0, 1, 1, 0]"
1265,giao hàng nhanh mong quà kèm kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1266,sản_phẩm đóng_gói cẩn_thận giao hàng nhanh không áp_dụng mã pamtet 10 ( như ) không quà tặng thố lock lock đi kèm mong phản_hồi đãi,"[1, 0, 0, 0, 1, 0, 0]"
1267,mua 3 bịt tặng xe bập_bênh không shop chắn quà kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1268,tiki bịch tã bao bịch tã khui dán tùm_lum nè ! bình_thường mua hàng ít tã bé đàng_hoàng chút ! khui_vậy_mà ! tiki shop đi ! không chấp_nhận ! tệ_vậy_mà bắt gửi ! bó_tay không hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1269,sữa hơi lạc loại sữa bé uống chú_ý kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1270,tốt mỏng nhẹ bé giá_cả giao hàng tận kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
1271,tiki mua 3 gói tăngj siêu xe mua 3 gói không tặng ? mua bỉm tiki sinh bé không tiki đề không hiện quà tặng giao không tiki kiểm_tra giúp mắc,"[0, 0, 0, 0, 1, 0, 0]"
1272,hàng đóng_gói cẩn_thận hạn tả kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
1273,k hàng chuẩn không bỉm mua siêu_thị mỏng thử ng bảo bỉm mỏng bỉm dầy mua siêu_thị mỏng tiki không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1274,đóng_gói cẩn_thận giao hàng nhiên chất_lượng bỉm kém mùi hôi dòng huggies ổn không hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1275,giao hàng gói kĩ sản_phẩm như hình 2 thùng 4 bịch tả giao đúng kích_thước va kèm quà tặng kì hài_lòng,"[1, 0, 1, 0, 1, 0, 0]"
1276,hàng giao nhah nhân_viên giao hàng thân_thiện loại tã mìh chưa không nhận_xét chất kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1277,mua bỉm l120 đệm thấm mồ_hôi lưng giao l111 ? làm_ăn buồn_cười không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1278,bé kích_thước xxl n mua tã bobby tiki tã quần bobby mềm_mại thấm hút tốt tiện_lợi mặc bé yên_tâm mua tã bé tiki bobby ít quà khuyến_mại tốt,"[0, 0, 0, 1, 1, 0, 0]"
1279,giá lỡ mua mua tạp_hóa không hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
1280,hàng sài hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1281,sản_phẩm oke gói hàng chưa cẩn_thận kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1282,máy êm chế_độ hâm_nóng,"[0, 0, 0, 0, 0, 0, 0]"
1283,giao hàng nhanh shiper thân_thiện đóng_gói sơ sữa kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1284,giao hàng nhanh dự nhiên mua 2 hộp 1 hộp móp hơi thân hộp ko bit vận_chuyển,"[1, 0, 0, 0, 0, 0, 0]"
1285,giá chất_lượng tiki giao hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1286,tốt vệ_sinh bình sữa kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1287,hàng giá tốt tặng miếng giá rẻ kì hài_lòng,"[0, 1, 0, 0, 1, 0, 0]"
